State,County,TotalPop,Hispanic,White,Black,Native,Asian,Pacific,Income,IncomePerCap,Poverty,Unemployment,formattedState,formattedCounty
Alabama,autauga,55036,2.7,75.4,18.9,0.3,0.9,0.0,55317,27824,13.7,5.2,alabama,autauga
Alabama,baldwin,203360,4.4,83.1,9.5,0.8,0.7,0.0,52562,29364,11.8,5.5,alabama,baldwin
Alabama,barbour,26201,4.2,45.7,47.8,0.2,0.6,0.0,33368,17561,27.2,12.4,alabama,barbour
Alabama,bibb,22580,2.4,74.6,22.0,0.4,0.0,0.0,43404,20911,15.2,8.2,alabama,bibb
Alabama,blount,57667,9.0,87.4,1.5,0.3,0.1,0.0,47412,22021,15.6,4.9,alabama,blount
Alabama,bullock,10478,0.3,21.6,75.6,1.0,0.7,0.0,29655,20856,28.5,12.1,alabama,bullock
Alabama,butler,20126,0.3,52.2,44.7,0.1,1.1,0.0,36326,19004,24.4,7.6,alabama,butler
Alabama,calhoun,115527,3.6,72.7,20.4,0.2,1.0,0.0,43686,23638,18.6,10.1,alabama,calhoun
Alabama,chambers,33895,2.2,56.2,39.3,0.3,1.0,0.0,37342,22002,18.8,6.4,alabama,chambers
Alabama,cherokee,25855,1.6,91.8,5.0,0.5,0.1,0.0,40041,23010,16.1,5.3,alabama,cherokee
Alabama,chilton,43805,7.7,80.4,9.5,0.4,0.4,0.0,43501,23368,19.4,6.7,alabama,chilton
Alabama,choctaw,13188,0.5,56.3,42.1,0.0,0.1,0.0,32122,20994,22.3,9.8,alabama,choctaw
Alabama,clarke,24625,0.2,53.0,45.7,0.1,0.5,0.1,33827,20765,25.3,15.2,alabama,clarke
Alabama,clay,13407,3.1,80.2,14.7,0.9,0.0,0.0,37287,21330,19.1,6.4,alabama,clay
Alabama,cleburne,14939,2.4,92.7,2.8,0.3,0.5,0.0,37396,20873,19.1,7.8,alabama,cleburne
Alabama,coffee,51073,6.7,71.0,17.1,1.0,1.3,0.0,49821,26216,16.1,6.0,alabama,coffee
Alabama,colbert,54435,2.4,78.8,15.9,0.7,0.5,0.0,45477,23675,16.8,6.9,alabama,colbert
Alabama,conecuh,12649,1.8,50.3,46.3,0.2,0.0,0.0,30434,16337,26.4,14.5,alabama,conecuh
Alabama,coosa,10955,0.1,65.3,33.2,0.1,0.0,0.0,34792,20342,14.4,11.3,alabama,coosa
Alabama,covington,37519,1.6,83.5,13.0,0.3,0.4,0.0,39467,22431,17.6,10.7,alabama,covington
Alabama,crenshaw,13866,1.8,71.2,23.1,0.8,1.4,0.0,38937,21580,17.6,6.4,alabama,crenshaw
Alabama,cullman,81703,4.2,92.3,1.1,0.4,0.6,0.0,40997,21857,16.4,5.8,alabama,cullman
Alabama,dale,49393,6.1,69.5,19.2,0.5,0.9,0.0,44711,23194,19.6,10.4,alabama,dale
Alabama,dallas,40755,1.0,27.7,70.2,0.0,0.4,0.0,30065,18248,31.9,13.7,alabama,dallas
Alabama,dekalb,71194,14.3,80.8,1.4,1.2,0.3,0.1,38842,20020,21.5,5.1,alabama,dekalb
Alabama,elmore,80989,2.9,73.4,21.2,0.3,0.6,0.0,54981,26251,13.5,7.3,alabama,elmore
Alabama,escambia,37621,2.2,60.2,32.2,3.6,0.4,0.1,35026,18164,23.8,13.7,alabama,escambia
Alabama,etowah,103132,3.7,78.3,15.4,0.5,0.7,0.1,42064,22278,17.9,7.6,alabama,etowah
Alabama,fayette,16657,1.7,85.0,11.5,0.0,0.5,0.0,36541,21191,18.1,8.4,alabama,fayette
Alabama,franklin,31507,16.3,77.7,4.7,0.2,0.4,0.1,39501,19314,23.0,8.2,alabama,franklin
Alabama,geneva,26572,3.8,84.0,9.2,0.6,0.4,0.0,39293,21084,22.5,8.9,alabama,geneva
Alabama,greene,8533,1.2,17.1,80.3,0.6,0.0,0.0,20954,14197,38.8,14.8,alabama,greene
Alabama,hale,14995,1.3,39.5,58.7,0.2,0.2,0.0,34679,20269,26.1,11.7,alabama,hale
Alabama,henry,17110,2.5,68.7,27.8,0.0,0.0,0.0,45569,23983,13.7,6.7,alabama,henry
Alabama,houston,104108,3.2,67.2,26.5,0.3,0.8,0.0,42803,24781,18.5,7.6,alabama,houston
Alabama,jackson,52326,2.9,89.3,3.2,1.0,0.5,0.1,39281,20946,19.0,7.7,alabama,jackson
Alabama,jefferson,659460,3.7,50.4,42.4,0.2,1.5,0.0,49321,29456,17.6,7.7,alabama,jefferson
Alabama,lamar,14021,1.5,86.0,10.8,0.3,0.0,0.0,36016,21152,23.1,7.9,alabama,lamar
Alabama,lauderdale,92590,2.5,84.9,9.8,0.4,0.7,0.0,44888,25803,16.3,6.6,alabama,lauderdale
Alabama,lawrence,33288,2.1,76.6,11.4,5.2,0.1,0.0,43779,22419,16.6,7.2,alabama,lawrence
Alabama,lee,156597,3.7,67.6,22.9,0.1,3.8,0.0,47564,26170,22.0,5.7,alabama,lee
Alabama,limestone,91695,5.8,77.2,13.1,0.7,1.2,0.0,52831,26685,14.8,7.1,alabama,limestone
Alabama,lowndes,10362,0.7,24.3,74.4,0.1,0.0,0.0,29785,18976,30.2,11.2,alabama,lowndes
Alabama,macon,19358,1.6,15.5,81.5,0.2,0.2,0.0,32308,19564,25.9,14.5,alabama,macon
Alabama,madison,353213,4.7,65.1,24.0,0.6,2.5,0.1,61318,34232,13.6,6.5,alabama,madison
Alabama,marengo,19743,0.4,45.1,54.1,0.1,0.0,0.0,32255,22996,25.6,12.8,alabama,marengo
Alabama,marion,30058,2.5,91.9,3.2,0.4,0.3,0.0,35719,21835,17.6,5.5,alabama,marion
Alabama,marshall,94738,13.3,81.8,2.2,0.5,0.6,0.1,41104,22710,21.0,6.5,alabama,marshall
Alabama,mobile,414328,2.8,57.5,35.2,0.6,1.9,0.0,45802,24347,19.3,7.5,alabama,mobile
Alabama,monroe,21745,1.3,54.5,40.8,1.3,0.5,0.0,26036,17264,33.7,21.6,alabama,monroe
Alabama,montgomery,227120,3.4,35.2,57.1,0.1,2.4,0.0,46545,26712,20.8,7.6,alabama,montgomery
Alabama,morgan,119157,8.0,76.4,12.3,0.5,0.7,0.0,47529,25013,16.6,6.5,alabama,morgan
Alabama,perry,9680,0.7,29.4,69.6,0.1,0.2,0.0,22973,13449,41.9,11.8,alabama,perry
Alabama,pickens,20170,4.1,54.1,40.5,0.1,0.1,0.0,36220,20089,22.9,12.2,alabama,pickens
Alabama,pike,33287,0.8,56.4,37.9,0.6,2.2,0.0,35684,20808,26.3,8.7,alabama,pike
Alabama,randolph,22530,3.0,75.3,19.4,0.2,0.2,0.2,39485,20983,18.7,5.8,alabama,randolph
Alabama,russell,58480,5.2,47.8,42.4,0.4,0.7,0.2,38988,21279,20.9,9.7,alabama,russell
Alabama,st. clair,86937,2.3,86.2,9.3,0.2,0.8,0.0,53483,24686,13.7,5.8,alabama,stclair
Alabama,shelby,208721,5.8,78.5,11.7,0.2,1.9,0.0,74063,35330,8.3,4.3,alabama,shelby
Alabama,sumter,13084,0.3,24.6,70.7,0.5,3.0,0.0,21663,14739,36.0,13.4,alabama,sumter
Alabama,talladega,80888,2.2,63.1,32.1,0.3,0.6,0.0,39219,21382,19.3,10.0,alabama,talladega
Alabama,tallapoosa,40756,2.4,68.9,27.2,0.4,0.4,0.0,42181,22430,21.2,9.2,alabama,tallapoosa
Alabama,tuscaloosa,204424,3.5,62.4,31.2,0.1,1.5,0.0,50513,24895,17.3,6.7,alabama,tuscaloosa
Alabama,walker,64927,2.4,89.4,6.0,0.1,0.5,0.0,38872,21217,21.5,10.0,alabama,walker
Alabama,washington,16746,0.5,65.1,24.6,7.5,0.9,0.0,42185,23239,22.0,11.0,alabama,washington
Alabama,wilcox,10919,0.5,26.9,72.1,0.1,0.0,0.0,27012,15774,31.9,17.2,alabama,wilcox
Alabama,winston,23968,3.0,94.1,0.5,0.3,0.3,0.0,35362,20580,18.7,9.4,alabama,winston
Alaska,aleutians east borough,3338,9.7,15.5,4.8,37.4,26.1,1.4,66607,31254,16.7,2.4,alaska,aleutianseastborough
Alaska,aleutians west census area,5784,13.5,24.8,5.0,11.5,37.7,2.6,85192,35998,7.5,1.9,alaska,aleutianswestcensusarea
Alaska,anchorage municipality,298225,8.9,59.2,5.2,6.8,9.2,2.3,82271,38977,8.1,5.8,alaska,anchoragemunicipality
Alaska,bethel census area,17957,2.2,10.2,0.7,82.0,0.9,0.0,53853,18654,27.0,19.3,alaska,bethelcensusarea
Alaska,bristol bay borough,917,4.5,50.3,0.4,34.4,1.4,0.3,79500,42002,7.1,6.8,alaska,bristolbayborough
Alaska,denali borough,2303,0.7,82.7,0.2,2.2,4.7,0.0,83295,33084,15.5,1.9,alaska,denaliborough
Alaska,dillingham census area,4974,3.1,16.2,0.4,72.0,1.5,0.0,58708,24647,16.6,11.4,alaska,dillinghamcensusarea
Alaska,fairbanks north star borough,100031,7.7,71.1,4.0,6.3,3.0,0.4,76250,35328,7.7,8.0,alaska,fairbanksnorthstarborough
Alaska,haines borough,2537,2.8,79.0,0.0,7.5,3.9,0.2,70640,35907,8.4,2.7,alaska,hainesborough
Alaska,hoonah-angoon census area,2146,5.5,43.6,2.7,37.3,2.7,0.1,57900,33704,11.1,11.7,alaska,hoonahangooncensusarea
Alaska,juneau city and borough,32434,6.4,65.4,1.0,10.8,6.7,1.0,90749,41904,7.4,4.8,alaska,juneaucityandborough
Alaska,kenai peninsula borough,57961,4.0,81.0,0.5,7.1,1.5,0.3,65279,33336,11.0,8.6,alaska,kenaipeninsulaborough
Alaska,ketchikan gateway borough,13745,4.8,64.4,0.5,13.5,7.8,0.0,67321,33771,10.6,7.0,alaska,ketchikangatewayborough
Alaska,kodiak island borough,13773,8.9,50.1,0.2,12.7,22.1,0.9,74167,32625,9.3,5.3,alaska,kodiakislandborough
Alaska,kusilvak census area,8129,1.6,3.8,0.4,89.6,0.5,0.0,36468,11693,39.1,28.8,alaska,kusilvakcensusarea
Alaska,lake and peninsula borough,1301,1.5,21.8,0.7,66.7,2.2,0.2,45208,23434,16.5,13.2,alaska,lakeandpeninsulaborough
Alaska,matanuska-susitna borough,101135,4.6,79.9,1.0,5.0,1.3,0.2,74887,30409,9.8,9.8,alaska,matanuskasusitnaborough
Alaska,nome census area,9869,2.4,14.9,0.8,73.0,1.4,0.3,53821,20952,24.9,16.6,alaska,nomecensusarea
Alaska,north slope borough,9757,4.1,31.3,0.5,50.9,5.6,1.6,77266,48777,10.2,9.5,alaska,northslopeborough
Alaska,northwest arctic borough,7715,2.5,11.1,0.5,81.6,0.9,0.0,61533,21879,25.3,20.1,alaska,northwestarcticborough
Alaska,petersburg borough,3275,10.6,67.1,0.6,6.6,6.7,1.1,63490,35044,7.8,4.8,alaska,petersburgborough
Alaska,prince of wales-hyder census area,6473,3.7,45.3,0.2,39.8,1.1,0.6,52114,26695,16.0,13.5,alaska,princeofwaleshydercensusarea
Alaska,sitka city and borough,8810,6.3,62.4,1.0,13.1,6.7,0.4,70765,36617,9.2,5.0,alaska,sitkacityandborough
Alaska,skagway municipality,1038,6.8,78.6,0.2,5.3,4.0,0.0,70673,39376,5.6,7.9,alaska,skagwaymunicipality
Alaska,southeast fairbanks census area,6889,5.2,74.9,1.4,11.5,1.9,0.0,63866,31051,13.9,12.5,alaska,southeastfairbankscensusarea
Alaska,valdez-cordova census area,9439,4.8,70.2,0.1,13.3,2.8,0.6,86019,37935,7.4,7.5,alaska,valdezcordovacensusarea
Alaska,wrangell city and borough,2475,3.2,64.4,0.2,20.6,3.1,0.0,56094,29943,11.7,7.0,alaska,wrangellcityandborough
Alaska,yakutat city and borough,682,5.6,43.7,0.9,28.3,5.4,1.3,64583,32393,6.2,6.5,alaska,yakutatcityandborough
Alaska,yukon-koyukuk census area,5453,2.1,21.3,0.1,70.4,0.7,0.0,37819,21057,25.5,19.7,alaska,yukonkoyukukcensusarea
Arizona,apache,71602,6.1,18.5,0.5,72.8,0.3,0.1,32360,13865,35.9,14.1,arizona,apache
Arizona,cochise,126516,35.0,55.7,3.6,0.9,1.8,0.4,47847,24896,18.1,7.6,arizona,cochise
Arizona,coconino,138639,13.9,54.3,1.2,25.8,1.8,0.1,53523,25722,21.0,8.3,arizona,coconino
Arizona,gila,53145,18.6,62.8,0.4,15.6,0.9,0.0,41179,22433,21.9,11.7,arizona,gila
Arizona,graham,37700,32.5,51.2,1.8,12.6,0.7,0.2,48173,17874,21.4,12.2,arizona,graham
Arizona,greenlee,9368,46.4,47.6,2.0,3.6,0.4,0.0,56298,24935,11.5,7.6,arizona,greenlee
Arizona,la paz,20477,26.3,58.7,0.8,11.1,0.8,0.2,36479,21707,19.7,9.5,arizona,lapaz
Arizona,maricopa,4155501,30.6,56.3,5.1,1.5,3.9,0.2,58580,30186,15.7,6.0,arizona,maricopa
Arizona,mohave,204691,15.9,78.0,1.0,2.1,1.2,0.1,41567,23527,18.6,10.1,arizona,mohave
Arizona,navajo,107902,11.2,41.6,0.7,43.2,0.6,0.1,38798,17685,29.1,16.3,arizona,navajo
Arizona,pima,1007257,36.6,52.6,3.2,2.4,2.6,0.1,48676,27323,18.3,8.4,arizona,pima
Arizona,pinal,405537,29.6,57.4,4.3,4.3,1.6,0.3,52628,22944,15.5,7.8,arizona,pinal
Arizona,santa cruz,46358,83.4,15.0,0.3,0.2,0.8,0.0,39630,19482,21.8,8.7,arizona,santacruz
Arizona,yavapai,220972,14.3,80.9,0.5,1.5,0.9,0.0,48259,27504,14.7,7.3,arizona,yavapai
Arizona,yuma,204281,62.9,31.8,1.8,0.9,1.1,0.1,43253,20600,19.7,10.9,arizona,yuma
Arkansas,arkansas,18352,3.0,70.2,26.0,0.0,0.0,0.0,38532,23766,20.7,8.5,arkansas,arkansas
Arkansas,ashley,20771,5.2,68.0,25.6,0.2,0.0,0.0,36407,20703,21.3,9.9,arkansas,ashley
Arkansas,baxter,41093,2.1,95.1,0.2,0.5,0.4,0.0,40072,24737,12.6,5.8,arkansas,baxter
Arkansas,benton,251823,16.3,74.2,1.6,1.4,3.7,0.5,61271,30611,10.5,3.1,arkansas,benton
Arkansas,boone,37212,2.3,94.2,0.4,1.1,0.5,0.1,40727,22288,15.8,6.1,arkansas,boone
Arkansas,bradley,10994,14.8,55.9,29.1,0.0,0.0,0.0,36310,21575,26.4,9.4,arkansas,bradley
Arkansas,calhoun,5194,3.9,72.6,21.9,0.1,0.2,0.2,37225,22866,19.6,5.7,arkansas,calhoun
Arkansas,carroll,27782,14.8,80.6,0.5,0.6,1.0,0.6,39686,21754,15.7,5.1,arkansas,carroll
Arkansas,chicot,11008,5.2,39.1,54.1,0.4,0.5,0.0,32412,20560,29.4,10.1,arkansas,chicot
Arkansas,clark,22495,4.6,69.1,23.8,0.3,0.7,0.0,37144,20382,21.5,4.5,arkansas,clark
Arkansas,clay,15190,1.9,95.8,0.7,0.5,0.0,0.0,32219,19171,22.3,5.3,arkansas,clay
Arkansas,cleburne,25361,2.5,94.8,0.6,0.7,0.8,0.0,42312,26189,15.4,5.5,arkansas,cleburne
Arkansas,cleveland,8332,1.8,84.7,11.0,0.4,0.1,0.0,44840,23171,19.3,6.6,arkansas,cleveland
Arkansas,columbia,23992,2.5,59.4,34.9,0.3,1.1,0.0,37072,20296,25.1,9.5,arkansas,columbia
Arkansas,conway,20954,3.8,81.8,11.0,0.3,0.1,0.0,39638,22365,18.5,7.1,arkansas,conway
Arkansas,craighead,104246,4.9,77.3,13.4,0.2,1.1,0.1,45672,25594,18.3,6.0,arkansas,craighead
Arkansas,crawford,62119,7.3,85.0,1.3,1.6,1.8,0.0,43504,22104,16.6,6.2,arkansas,crawford
Arkansas,crittenden,49278,2.4,43.2,48.9,0.3,0.7,0.1,38558,20721,23.5,8.4,arkansas,crittenden
Arkansas,cross,17164,1.9,73.0,22.7,0.0,0.1,0.0,41081,22894,18.0,6.8,arkansas,cross
Arkansas,dallas,7585,3.1,53.2,40.0,0.4,1.6,0.2,35794,18309,13.2,6.4,arkansas,dallas
Arkansas,desha,12094,5.8,45.7,47.5,0.1,0.1,0.0,27036,18187,32.6,12.2,arkansas,desha
Arkansas,drew,18620,3.1,66.9,28.8,0.1,0.2,0.0,36092,20300,24.4,9.0,arkansas,drew
Arkansas,faulkner,121282,4.0,80.6,11.4,0.3,1.3,0.1,50316,25240,16.3,5.1,arkansas,faulkner
Arkansas,franklin,17803,2.9,92.4,1.0,1.6,0.5,0.1,39472,19988,21.9,6.6,arkansas,franklin
Arkansas,fulton,12092,1.3,95.6,0.3,0.9,0.0,0.1,36051,19674,23.0,6.9,arkansas,fulton
Arkansas,garland,97994,5.4,82.6,8.1,0.7,0.5,0.0,41672,25690,19.1,9.0,arkansas,garland
Arkansas,grant,18076,2.5,93.0,2.9,0.2,0.0,0.0,49968,25814,14.4,8.7,arkansas,grant
Arkansas,greene,44197,2.7,93.9,1.0,0.3,0.3,0.1,45566,22094,15.9,7.0,arkansas,greene
Arkansas,hempstead,22154,12.5,55.2,29.5,0.3,0.1,0.4,38701,18817,25.3,6.4,arkansas,hempstead
Arkansas,hot spring,33480,3.4,82.8,10.9,0.3,0.3,0.0,40626,20868,15.8,6.2,arkansas,hotspring
Arkansas,howard,13472,12.0,65.0,20.9,0.2,0.2,0.0,34851,23627,21.0,5.7,arkansas,howard
Arkansas,independence,37097,6.1,89.2,1.9,0.3,0.7,0.0,39945,23056,18.5,6.0,arkansas,independence
Arkansas,izard,13521,2.1,93.5,1.9,1.1,0.2,0.0,39135,19737,17.7,9.6,arkansas,izard
Arkansas,jackson,17429,2.7,77.2,16.9,0.2,0.0,0.0,32783,19458,25.1,7.0,arkansas,jackson
Arkansas,jefferson,71373,2.0,39.6,56.3,0.2,0.8,0.0,37630,20371,24.7,10.0,arkansas,jefferson
Arkansas,johnson,26155,13.7,80.3,1.6,0.2,1.6,0.1,35758,18757,22.5,4.7,arkansas,johnson
Arkansas,lafayette,7051,1.2,59.3,37.8,0.3,0.4,0.0,32500,25140,23.8,8.3,arkansas,lafayette
Arkansas,lawrence,16777,1.3,95.8,0.9,0.5,0.1,0.0,37603,19422,18.4,8.2,arkansas,lawrence
Arkansas,lee,9614,1.4,40.7,56.9,0.1,0.1,0.0,27901,15610,27.3,15.3,arkansas,lee
Arkansas,lincoln,13885,3.6,64.6,31.1,0.4,0.0,0.0,38873,13142,17.9,8.1,arkansas,lincoln
Arkansas,little river,12494,3.3,73.2,20.5,1.3,0.0,0.0,36963,23412,18.8,10.3,arkansas,littleriver
Arkansas,logan,21802,2.9,90.8,2.1,1.1,1.3,0.0,37982,19708,20.2,8.1,arkansas,logan
Arkansas,lonoke,71568,4.3,86.5,6.0,0.5,0.7,0.1,57290,25184,12.3,4.8,arkansas,lonoke
Arkansas,madison,15907,5.4,90.2,0.1,1.0,0.4,0.5,42894,23203,17.8,4.5,arkansas,madison
Arkansas,marion,16374,2.2,94.7,0.2,1.0,0.4,0.0,36113,19200,19.5,7.7,arkansas,marion
Arkansas,miller,43760,3.1,69.4,24.4,0.7,0.5,0.1,41862,22227,21.0,8.0,arkansas,miller
Arkansas,mississippi,43534,4.0,58.7,35.1,0.0,0.5,0.0,36417,20378,25.6,11.6,arkansas,mississippi
Arkansas,monroe,7420,2.5,54.4,40.8,0.0,0.5,0.0,31584,20486,28.6,9.1,arkansas,monroe
Arkansas,montgomery,9059,4.1,90.9,0.3,1.8,1.0,0.0,35252,21480,18.1,4.4,arkansas,montgomery
Arkansas,nevada,8528,0.4,63.4,33.4,0.1,1.4,0.0,36995,18644,23.0,4.8,arkansas,nevada
Arkansas,newton,7898,1.4,94.3,0.0,1.5,0.5,0.0,38134,18053,17.8,4.0,arkansas,newton
Arkansas,ouachita,24378,2.1,55.5,40.7,0.2,0.1,0.0,32136,19780,26.0,8.3,arkansas,ouachita
Arkansas,perry,10320,2.8,92.2,2.1,0.5,0.1,0.0,46168,21781,17.8,6.5,arkansas,perry
Arkansas,phillips,19518,1.7,34.6,62.8,0.0,0.1,0.0,26652,17287,33.0,15.7,arkansas,phillips
Arkansas,pike,10893,6.5,87.6,2.8,0.4,0.7,0.0,36893,20180,17.3,5.1,arkansas,pike
Arkansas,poinsett,24098,2.8,87.4,5.6,0.2,0.1,0.0,37487,18361,21.4,5.4,arkansas,poinsett
Arkansas,polk,20212,6.4,88.0,0.5,1.1,0.5,0.0,33870,18735,26.6,8.5,arkansas,polk
Arkansas,pope,63372,8.5,84.7,2.9,0.4,1.0,0.0,40668,21650,19.8,7.3,arkansas,pope
Arkansas,prairie,8309,0.6,85.0,13.4,0.4,0.0,0.0,41244,22653,16.8,7.6,arkansas,prairie
Arkansas,pulaski,392848,6.0,53.2,35.9,0.2,2.1,0.0,48850,29855,17.3,5.9,arkansas,pulaski
Arkansas,randolph,17514,1.9,95.1,0.9,0.6,0.0,0.0,35930,20932,20.9,3.5,arkansas,randolph
Arkansas,st. francis,26688,2.6,40.4,55.3,0.3,0.5,0.0,33102,16518,27.5,10.0,arkansas,stfrancis
Arkansas,saline,116252,4.5,85.9,6.4,0.3,1.1,0.1,58985,28410,8.0,4.3,arkansas,saline
Arkansas,scott,10584,7.5,84.5,0.2,1.3,3.5,0.0,37396,18077,20.5,10.6,arkansas,scott
Arkansas,searcy,7925,2.2,93.5,0.2,1.0,1.3,0.0,36716,21475,17.4,3.6,arkansas,searcy
Arkansas,sebastian,127362,13.7,70.4,6.7,1.1,4.3,0.0,40932,23916,22.5,5.6,arkansas,sebastian
Arkansas,sevier,17206,32.9,58.3,4.8,1.6,0.4,0.2,43675,18388,21.2,6.6,arkansas,sevier
Arkansas,sharp,17041,2.1,93.9,0.4,0.5,0.4,0.0,31792,20078,23.3,6.7,arkansas,sharp
Arkansas,stone,12443,1.8,94.9,0.1,0.6,0.1,0.0,33091,19881,24.2,8.3,arkansas,stone
Arkansas,union,40022,3.8,61.1,32.7,0.8,0.5,0.0,41106,23463,20.1,8.3,arkansas,union
Arkansas,van buren,16751,2.9,93.7,0.4,0.6,0.1,0.0,34428,20568,19.6,8.3,arkansas,vanburen
Arkansas,washington,223683,16.5,71.9,3.4,0.8,2.4,2.0,47452,26371,18.0,4.9,arkansas,washington
Arkansas,white,78706,4.2,88.4,4.0,0.2,0.7,0.0,44074,23120,16.6,6.2,arkansas,white
Arkansas,woodruff,6763,0.5,69.2,27.5,0.0,1.5,0.1,30097,19987,26.0,10.1,arkansas,woodruff
Arkansas,yell,21601,19.7,75.6,2.0,0.8,1.4,0.0,39696,20209,17.8,6.3,arkansas,yell
California,alameda,1629615,22.5,32.2,10.7,0.3,28.7,0.8,85743,41363,11.3,6.0,california,alameda
California,alpine,1203,9.7,64.6,1.5,20.6,0.7,0.0,63438,27448,19.8,14.6,california,alpine
California,amador,37306,13.2,79.3,2.0,0.7,1.5,0.2,60636,29628,10.6,9.3,california,amador
California,butte,225207,15.7,72.9,1.5,0.7,4.4,0.2,46516,26304,20.5,9.1,california,butte
California,calaveras,45057,11.5,82.0,0.6,0.9,1.2,0.5,54800,31652,12.8,7.1,california,calaveras
California,colusa,21479,58.4,36.3,0.9,1.1,1.5,0.1,56481,25676,14.0,5.9,california,colusa
California,contra costa,1123678,25.3,44.9,8.3,0.2,15.8,0.5,88456,42898,9.8,6.9,california,contracosta
California,del norte,27442,19.2,62.8,1.8,7.2,2.7,0.1,41287,20809,23.2,9.5,california,delnorte
California,el dorado,185015,12.6,78.5,0.9,0.6,4.2,0.2,74885,38156,9.8,8.1,california,eldorado
California,fresno,971616,52.4,30.2,4.7,0.4,9.9,0.1,48730,22234,25.4,10.4,california,fresno
California,glenn,27935,40.8,52.5,0.8,1.7,2.6,0.3,46260,21029,19.6,9.2,california,glenn
California,humboldt,135490,11.1,74.9,1.0,4.6,2.9,0.3,43718,25208,20.8,8.9,california,humboldt
California,imperial,179957,83.4,11.3,2.3,0.6,1.3,0.1,44779,17303,23.8,16.0,california,imperial
California,inyo,18195,21.4,63.5,0.9,10.8,1.5,0.2,51500,30323,10.2,5.2,california,inyo
California,kern,878744,52.2,35.4,5.1,0.5,4.5,0.1,50826,21716,22.6,10.9,california,kern
California,kings,150183,53.7,33.1,5.9,0.8,3.6,0.2,49742,19835,20.9,9.7,california,kings
California,lake,64095,19.4,71.7,2.1,3.2,1.4,0.0,40446,23345,22.8,11.2,california,lake
California,lassen,31470,18.5,66.1,8.6,2.9,1.5,0.7,54083,20974,14.6,7.5,california,lassen
California,los angeles,10105722,48.4,26.5,7.9,0.2,14.3,0.2,61015,30798,17.0,7.8,california,losangeles
California,madera,154440,56.9,35.1,3.1,1.1,2.0,0.1,48210,19975,22.1,8.3,california,madera
California,marin,260814,15.9,71.5,2.1,0.1,5.7,0.1,104703,66748,8.1,4.5,california,marin
California,mariposa,17658,10.6,81.0,1.2,2.4,1.0,0.3,51385,28241,15.1,10.0,california,mariposa
California,mendocino,87497,24.5,65.9,0.6,3.3,1.7,0.2,46528,27093,19.1,10.4,california,mendocino
California,merced,267390,58.2,28.8,3.0,0.3,7.3,0.1,46338,20120,23.3,14.6,california,merced
California,modoc,9017,14.6,78.0,0.7,4.0,1.1,0.1,39296,22052,18.1,7.5,california,modoc
California,mono,14058,27.1,66.1,0.4,2.2,2.0,0.0,60595,30888,9.9,3.6,california,mono
California,monterey,433168,57.9,30.6,2.5,0.2,5.6,0.5,63249,27168,14.7,6.0,california,monterey
California,napa,141005,33.7,53.2,2.0,0.3,7.8,0.2,79637,40632,8.2,5.4,california,napa
California,nevada,98838,9.2,85.4,0.5,0.7,1.1,0.1,60610,35581,12.1,7.3,california,nevada
California,orange,3155816,34.2,41.4,1.6,0.2,19.5,0.3,81851,37603,12.1,5.8,california,orange
California,placer,374985,13.6,73.8,1.4,0.3,6.8,0.1,80488,39734,8.2,5.6,california,placer
California,plumas,18724,8.5,83.5,0.9,1.8,0.8,0.3,50266,32056,13.3,9.4,california,plumas
California,riverside,2355002,48.0,36.6,6.0,0.4,6.1,0.3,60807,25700,15.6,9.9,california,riverside
California,sacramento,1495400,22.8,45.7,9.5,0.4,15.1,1.1,60239,29693,16.7,8.8,california,sacramento
California,san benito,58671,58.9,35.6,0.7,0.3,2.7,0.2,80760,30012,9.7,8.8,california,sanbenito
California,san bernardino,2121220,52.3,29.8,8.0,0.3,6.7,0.3,57156,22867,18.2,9.9,california,sanbernardino
California,san diego,3283665,33.4,46.2,4.7,0.4,11.5,0.4,70588,34350,13.3,7.1,california,sandiego
California,san francisco,864263,15.3,40.8,5.1,0.2,33.9,0.3,96265,59508,11.7,5.4,california,sanfrancisco
California,san joaquin,724153,40.8,33.2,6.7,0.2,14.8,0.5,57813,24694,17.1,10.1,california,sanjoaquin
California,san luis obispo,280119,22.2,69.4,1.8,0.4,3.6,0.1,67175,33972,13.8,4.8,california,sanluisobispo
California,san mateo,763450,24.9,39.9,2.3,0.1,27.2,1.4,105667,53516,7.3,4.7,california,sanmateo
California,santa barbara,442996,44.8,45.3,1.7,0.3,5.2,0.1,68023,32872,15.4,6.6,california,santabarbara
California,santa clara,1911226,26.1,32.6,2.4,0.2,34.9,0.3,106761,48689,8.6,5.7,california,santaclara
California,santa cruz,273263,33.3,57.8,0.8,0.2,4.4,0.1,73663,36388,14.7,6.7,california,santacruz
California,shasta,178919,9.6,80.4,1.1,2.2,2.9,0.1,47258,26455,18.1,6.8,california,shasta
California,sierra,2885,10.1,87.0,0.1,1.0,0.0,0.0,44190,31750,12.3,5.3,california,sierra
California,siskiyou,43530,12.0,77.2,1.5,2.9,1.6,0.3,40884,24605,20.7,9.1,california,siskiyou
California,solano,434981,25.8,39.0,13.8,0.3,14.8,0.9,72950,31934,11.5,8.5,california,solano
California,sonoma,500943,26.4,63.8,1.4,0.5,3.9,0.3,71769,37767,10.7,5.9,california,sonoma
