State,County,TotalPop,Hispanic,White,Black,Native,Asian,Pacific,Income,IncomePerCap,Poverty,Unemployment,formattedState,formattedCounty
Montana,madison,7902,3.4,93.8,0.3,0.5,0.1,0.0,47900,31620,10.6,3.4,montana,madison
Montana,meagher,2000,4.1,93.5,0.0,1.2,0.0,0.0,41343,20095,15.8,3.5,montana,meagher
Montana,mineral,4194,1.3,96.5,0.2,0.3,0.7,0.0,40117,22894,20.1,7.4,montana,mineral
Montana,missoula,114231,3.1,89.8,0.4,2.5,1.4,0.0,49412,29681,15.9,6.0,montana,missoula
Montana,musselshell,4766,2.4,92.9,0.8,0.7,1.5,0.0,38156,23908,17.4,5.6,montana,musselshell
Montana,park,16001,2.7,93.9,0.3,0.6,0.1,0.1,44920,29181,13.4,2.8,montana,park
Montana,petroleum,453,0.0,98.5,0.0,0.0,1.5,0.0,46429,31549,10.1,5.2,montana,petroleum
Montana,phillips,4139,2.3,84.8,0.0,11.0,0.4,0.0,42101,22369,18.0,8.9,montana,phillips
Montana,pondera,6081,1.9,81.5,0.4,14.3,0.3,0.0,44597,22866,19.0,5.8,montana,pondera
Montana,powder river,1610,2.5,93.2,0.0,1.5,0.0,0.0,51136,31211,8.2,2.4,montana,powderriver
Montana,powell,6852,2.1,90.0,0.6,4.2,1.1,0.0,44352,23990,14.6,1.5,montana,powell
Montana,prairie,1325,1.3,98.6,0.0,0.1,0.0,0.0,50850,28366,10.1,2.5,montana,prairie
Montana,ravalli,41387,3.3,93.2,0.1,0.6,0.6,0.0,44733,25151,16.0,6.8,montana,ravalli
Montana,richland,11405,5.2,89.4,0.0,3.6,0.5,0.0,66572,33709,5.9,2.6,montana,richland
Montana,roosevelt,11218,3.3,35.7,0.2,54.7,0.4,0.0,39219,18030,29.1,10.2,montana,roosevelt
Montana,rosebud,9292,4.8,56.2,0.1,36.4,0.9,0.0,54709,23832,19.1,8.6,montana,rosebud
Montana,sanders,11414,2.7,90.3,0.1,3.6,0.5,0.0,36445,23020,21.2,7.6,montana,sanders
Montana,sheridan,3568,2.6,90.9,0.1,1.4,0.9,0.0,51940,32833,12.2,2.7,montana,sheridan
Montana,silver bow,34514,4.2,91.0,0.5,2.0,0.8,0.0,40480,26248,19.2,5.9,montana,silverbow
Montana,stillwater,9342,3.5,93.4,0.2,1.0,0.2,0.0,61998,31583,6.5,3.6,montana,stillwater
Montana,sweet grass,3646,1.6,93.9,0.1,0.0,1.0,0.0,49761,28065,10.4,0.9,montana,sweetgrass
Montana,teton,6040,1.5,94.2,0.2,1.2,0.2,0.0,51060,26884,9.8,1.7,montana,teton
Montana,toole,5031,3.5,88.0,0.1,5.1,0.7,0.0,46735,26354,16.6,1.0,montana,toole
Montana,treasure,790,2.4,94.6,0.0,0.0,1.5,0.0,42454,22880,17.0,0.0,montana,treasure
Montana,valley,7561,2.4,84.9,0.1,8.9,0.4,0.2,55267,29096,7.4,4.4,montana,valley
Montana,wheatland,2108,2.8,94.4,0.0,1.3,0.0,0.0,37222,20165,19.8,3.4,montana,wheatland
Montana,wibaux,1121,3.7,96.2,0.0,0.2,0.0,0.0,47132,24662,10.8,1.6,montana,wibaux
Montana,yellowstone,156332,5.3,87.0,0.6,4.0,0.6,0.1,57955,32296,10.1,3.5,montana,yellowstone
Nebraska,adams,31564,9.4,86.9,0.6,0.1,1.3,0.0,51721,28085,12.4,4.2,nebraska,adams
Nebraska,antelope,6406,3.2,95.3,0.2,0.3,0.4,0.0,46949,28091,11.5,1.9,nebraska,antelope
Nebraska,arthur,421,0.0,97.6,0.0,0.0,0.0,0.0,41250,21799,10.9,0.6,nebraska,arthur
Nebraska,banner,728,7.8,89.4,0.5,0.0,0.0,0.0,55000,30736,8.9,3.2,nebraska,banner
Nebraska,blaine,502,0.0,98.0,0.0,0.0,0.6,1.4,52000,28503,9.8,1.1,nebraska,blaine
Nebraska,boone,5357,2.0,96.7,0.5,0.0,0.1,0.1,53854,28861,7.3,1.7,nebraska,boone
Nebraska,box butte,11200,12.1,82.3,0.6,2.8,0.3,0.3,56328,28483,10.9,5.1,nebraska,boxbutte
Nebraska,boyd,2049,0.7,95.0,0.5,1.5,0.9,0.0,48750,26413,9.8,1.6,nebraska,boyd
Nebraska,brown,3058,1.2,96.5,0.0,0.2,0.4,0.0,42773,29664,16.0,0.6,nebraska,brown
Nebraska,buffalo,48834,8.7,87.4,1.1,0.1,1.3,0.0,55053,28553,14.4,3.1,nebraska,buffalo
Nebraska,burt,6546,2.7,93.6,0.6,1.8,0.4,0.0,50174,26421,12.3,3.5,nebraska,burt
Nebraska,butler,8105,3.0,95.0,0.5,0.2,0.4,0.0,52448,27216,7.8,4.4,nebraska,butler
Nebraska,cass,25513,3.1,94.0,0.3,0.2,0.3,0.3,68284,32509,6.3,2.8,nebraska,cass
Nebraska,cedar,8561,1.7,97.0,0.0,0.8,0.0,0.0,57208,29694,9.7,1.6,nebraska,cedar
Nebraska,chase,3803,10.5,88.9,0.1,0.0,0.0,0.0,54568,33708,8.0,2.3,nebraska,chase
Nebraska,cherry,5792,3.1,88.5,0.0,4.0,0.2,0.2,53226,27891,9.0,2.6,nebraska,cherry
Nebraska,cheyenne,10012,6.7,89.9,0.4,0.3,0.8,0.0,58770,32995,10.9,2.5,nebraska,cheyenne
Nebraska,clay,6264,8.9,89.2,0.4,0.2,0.3,0.0,54167,27275,11.1,3.0,nebraska,clay
Nebraska,colfax,10616,44.8,51.1,2.8,0.0,0.6,0.1,54876,23393,8.2,3.5,nebraska,colfax
Nebraska,cuming,9039,9.9,88.5,0.1,0.4,0.1,0.2,50734,28762,8.0,2.6,nebraska,cuming
Nebraska,custer,10836,2.9,95.0,0.8,0.0,0.8,0.0,48836,32605,11.9,2.5,nebraska,custer
Nebraska,dakota,20529,38.4,49.8,4.3,2.3,3.0,0.0,52401,22463,16.8,7.3,nebraska,dakota
Nebraska,dawes,8972,4.8,85.3,0.9,2.8,0.9,2.2,46146,24811,14.3,1.0,nebraska,dawes
Nebraska,dawson,23925,33.1,60.0,5.7,0.4,0.0,0.1,51238,24912,13.7,4.2,nebraska,dawson
Nebraska,deuel,1901,7.8,89.5,0.1,1.0,0.3,0.0,53438,28225,11.1,4.1,nebraska,deuel
Nebraska,dixon,5765,12.6,85.6,0.3,0.5,0.1,0.1,57036,26094,10.3,3.3,nebraska,dixon
Nebraska,dodge,36576,11.8,84.9,0.7,0.3,0.6,0.2,51748,27162,13.2,4.4,nebraska,dodge
Nebraska,douglas,549706,12.2,70.2,10.9,0.3,3.4,0.0,58640,32023,13.5,4.4,nebraska,douglas
Nebraska,dundy,2017,14.6,84.8,0.1,0.0,0.0,0.0,44653,26949,10.5,3.6,nebraska,dundy
Nebraska,fillmore,5603,3.9,94.0,0.6,0.4,0.2,0.0,56750,30874,9.9,2.5,nebraska,fillmore
Nebraska,franklin,3019,2.1,96.2,0.5,0.0,0.2,0.0,49453,28635,13.3,2.6,nebraska,franklin
Nebraska,frontier,2624,1.4,96.4,0.0,0.6,0.1,0.0,52090,27900,10.9,3.2,nebraska,frontier
Nebraska,furnas,4814,3.7,94.2,0.3,0.0,0.1,0.0,43400,24522,13.5,2.5,nebraska,furnas
Nebraska,gage,21632,2.3,95.0,0.6,0.4,0.6,0.2,52223,27424,9.1,3.2,nebraska,gage
Nebraska,garden,1913,3.9,94.2,0.2,0.2,0.9,0.0,48125,35602,11.7,1.4,nebraska,garden
Nebraska,garfield,1958,2.1,96.6,0.2,0.0,0.3,0.0,46509,25856,7.2,1.9,nebraska,garfield
Nebraska,gosper,2019,2.0,96.2,0.0,0.0,0.6,0.0,61769,31901,5.7,4.6,nebraska,gosper
Nebraska,grant,682,1.9,96.2,0.9,0.0,0.0,0.0,45833,22693,21.1,4.5,nebraska,grant
Nebraska,greeley,2436,2.0,96.2,0.6,0.0,0.4,0.0,47218,25544,9.8,1.7,nebraska,greeley
Nebraska,hall,61233,26.8,68.0,2.2,0.3,1.2,0.2,53807,26419,13.5,5.4,nebraska,hall
Nebraska,hamilton,9149,3.2,95.2,0.7,0.1,0.1,0.0,61944,31989,7.2,2.0,nebraska,hamilton
Nebraska,harlan,3469,3.7,94.2,0.9,0.3,0.3,0.0,46750,26375,12.9,2.0,nebraska,harlan
Nebraska,hayes,957,5.9,93.8,0.0,0.0,0.0,0.0,44946,27183,9.0,1.6,nebraska,hayes
Nebraska,hitchcock,2860,0.8,98.9,0.1,0.0,0.0,0.0,41582,25290,14.2,3.1,nebraska,hitchcock
Nebraska,holt,10293,4.3,94.0,0.1,0.8,0.5,0.0,52050,27858,8.9,1.1,nebraska,holt
Nebraska,hooker,684,2.9,96.2,0.9,0.0,0.0,0.0,41607,27714,17.4,1.0,nebraska,hooker
Nebraska,howard,6385,2.5,95.6,0.0,0.0,0.0,0.1,53648,26734,10.2,4.0,nebraska,howard
Nebraska,jefferson,7276,3.6,94.2,0.0,0.7,0.1,0.0,46576,26859,10.6,2.1,nebraska,jefferson
Nebraska,johnson,5200,9.9,80.8,6.8,0.7,0.9,0.0,49564,22398,10.1,2.2,nebraska,johnson
Nebraska,kearney,6547,5.8,92.7,0.1,0.3,0.2,0.0,53207,31234,9.4,3.4,nebraska,kearney
Nebraska,keith,8129,6.8,90.5,0.7,0.4,1.1,0.3,45078,27890,13.1,2.8,nebraska,keith
Nebraska,keya paha,720,1.1,97.8,0.1,0.0,0.1,0.0,48864,28981,7.7,1.2,nebraska,keyapaha
Nebraska,kimball,3688,8.8,88.2,0.1,0.1,0.8,0.0,43017,24011,11.4,6.0,nebraska,kimball
Nebraska,knox,8496,2.6,86.2,0.2,9.2,0.3,0.2,48072,27283,12.3,3.1,nebraska,knox
Nebraska,lancaster,306357,6.7,82.1,3.9,0.4,4.2,0.1,55747,29901,14.0,3.9,nebraska,lancaster
Nebraska,lincoln,35569,8.2,88.4,0.9,0.2,0.6,0.0,55875,29687,12.6,2.7,nebraska,lincoln
Nebraska,logan,919,2.9,93.9,0.7,0.2,0.0,0.0,50278,24624,9.7,1.1,nebraska,logan
Nebraska,loup,537,0.0,99.6,0.0,0.4,0.0,0.0,58625,29248,8.9,0.7,nebraska,loup
Nebraska,mcpherson,432,0.9,96.8,0.0,0.0,0.0,0.0,60714,27241,16.0,0.0,nebraska,mcpherson
Nebraska,madison,35062,14.5,80.7,1.4,1.3,1.1,0.0,49865,26093,16.0,3.2,nebraska,madison
Nebraska,merrick,7829,4.1,92.9,0.6,0.2,0.1,0.0,53536,27223,10.0,3.3,nebraska,merrick
Nebraska,morrill,4903,15.4,82.1,0.8,0.5,0.1,0.0,44201,25120,9.4,3.7,nebraska,morrill
Nebraska,nance,3569,2.5,96.9,0.1,0.3,0.1,0.1,45428,26852,11.7,2.0,nebraska,nance
Nebraska,nemaha,7041,2.6,94.3,1.4,0.6,0.7,0.0,55536,28572,11.5,5.7,nebraska,nemaha
Nebraska,nuckolls,4318,2.6,95.5,0.3,0.0,1.2,0.0,42055,24426,10.8,1.7,nebraska,nuckolls
Nebraska,otoe,15875,7.6,89.5,0.2,0.4,0.5,0.0,54605,28567,10.0,3.0,nebraska,otoe
Nebraska,pawnee,2704,1.8,95.4,0.0,0.2,0.0,0.0,42176,27196,20.5,2.7,nebraska,pawnee
Nebraska,perkins,2904,3.8,95.5,0.1,0.0,0.0,0.0,58125,30923,4.8,1.1,nebraska,perkins
Nebraska,phelps,9163,5.4,92.7,0.1,0.2,0.2,0.0,56408,30166,7.1,0.7,nebraska,phelps
Nebraska,pierce,7175,1.6,96.7,0.3,0.1,0.4,0.1,55417,28766,6.8,3.8,nebraska,pierce
Nebraska,platte,32875,17.6,80.0,0.4,0.3,0.6,0.0,58679,28187,8.6,3.9,nebraska,platte
Nebraska,polk,5244,4.8,92.9,0.1,0.3,0.1,0.0,63667,32424,7.6,4.6,nebraska,polk
Nebraska,red willow,10870,4.9,92.2,1.1,0.0,0.3,0.0,42882,25006,11.7,4.9,nebraska,redwillow
Nebraska,richardson,8045,1.9,92.5,0.2,1.8,0.2,0.0,46839,28109,16.3,4.0,nebraska,richardson
Nebraska,rock,1381,0.9,97.6,0.3,0.0,0.0,0.0,52361,33867,9.7,1.4,nebraska,rock
Nebraska,saline,14325,24.3,70.7,0.7,0.4,2.9,0.0,50932,22324,11.6,2.8,nebraska,saline
Nebraska,sarpy,175188,8.7,81.8,3.7,0.3,2.5,0.1,75752,33103,5.3,3.3,nebraska,sarpy
Nebraska,saunders,20953,2.1,95.6,0.3,0.2,0.3,0.0,65015,31163,9.0,2.2,nebraska,saunders
Nebraska,scotts bluff,36509,23.4,72.6,0.6,1.2,0.6,0.0,47975,26532,13.2,5.2,nebraska,scottsbluff
Nebraska,seward,17045,2.5,95.0,0.5,0.1,0.6,0.0,63095,29398,9.2,2.5,nebraska,seward
Nebraska,sheridan,5241,4.7,81.9,0.5,8.7,0.4,0.0,41209,25817,15.8,1.5,nebraska,sheridan
Nebraska,sherman,3048,2.0,97.1,0.0,0.0,0.6,0.0,48704,27983,10.7,1.7,nebraska,sherman
Nebraska,sioux,1256,3.8,90.0,0.4,0.2,0.2,0.0,45375,26852,12.4,0.0,nebraska,sioux
Nebraska,stanton,6020,5.3,92.2,1.3,0.0,0.3,0.0,57534,29517,9.5,3.1,nebraska,stanton
Nebraska,thayer,5133,2.3,95.5,0.3,0.3,0.0,0.0,48151,31129,10.9,1.2,nebraska,thayer
Nebraska,thomas,643,0.6,97.4,0.0,0.3,0.0,0.0,53173,29243,12.4,1.9,nebraska,thomas
Nebraska,thurston,7055,5.1,36.7,0.2,55.6,0.7,0.0,44701,19380,30.5,15.4,nebraska,thurston
Nebraska,valley,4252,2.8,95.7,0.4,0.2,0.0,0.0,50270,27271,11.5,1.5,nebraska,valley
Nebraska,washington,20414,2.8,94.7,1.0,0.1,0.3,0.0,66485,33136,9.8,1.7,nebraska,washington
Nebraska,wayne,9409,5.5,90.2,2.1,0.5,0.5,0.0,58093,27292,13.5,2.0,nebraska,wayne
Nebraska,webster,3597,4.7,92.1,0.2,0.0,0.6,0.1,43831,26136,11.3,2.1,nebraska,webster
Nebraska,wheeler,846,0.7,98.9,0.0,0.0,0.1,0.0,49706,28257,2.6,0.4,nebraska,wheeler
Nebraska,york,13832,4.9,90.9,1.2,0.3,0.3,0.0,59966,28298,9.7,2.4,nebraska,york
Nevada,churchill,24022,13.4,73.9,2.4,4.0,2.4,0.2,46914,25211,13.8,7.8,nevada,churchill
Nevada,clark,2112436,30.7,44.1,10.8,0.4,9.5,0.7,54882,27719,14.6,8.3,nevada,clark
Nevada,douglas,47632,12.3,81.1,0.6,1.8,1.3,0.2,61176,35727,9.8,6.2,nevada,douglas
Nevada,elko,52377,24.2,67.2,0.8,5.2,1.0,0.2,76178,32498,11.5,4.4,nevada,elko
Nevada,esmeralda,1102,15.6,80.0,0.7,2.4,0.0,0.0,39405,23755,6.8,3.9,nevada,esmeralda
Nevada,eureka,1728,1.6,96.7,0.1,1.7,0.0,0.0,67159,35606,10.0,0.0,nevada,eureka
Nevada,humboldt,17088,26.5,65.8,0.6,4.5,0.3,0.0,69324,29215,9.1,7.3,nevada,humboldt
Nevada,lander,5887,26.8,67.8,0.1,4.2,0.1,0.5,79865,30256,13.2,7.6,nevada,lander
Nevada,lincoln,5203,8.7,83.7,2.6,3.2,1.0,0.0,52971,27218,12.1,9.3,nevada,lincoln
Nevada,lyon,52303,16.2,76.1,0.9,1.9,1.1,0.2,50920,25063,13.7,9.8,nevada,lyon
Nevada,mineral,4471,11.1,58.1,0.8,21.6,4.6,0.0,39375,22791,20.3,20.6,nevada,mineral
Nevada,nye,43296,14.2,77.2,3.0,1.5,1.6,0.4,44225,23740,17.3,11.4,nevada,nye
Nevada,pershing,6661,23.8,66.1,4.7,2.8,1.3,0.5,52308,19201,15.0,4.2,nevada,pershing
Nevada,storey,3891,6.7,86.7,0.7,1.4,1.9,0.0,63607,36388,7.7,4.2,nevada,storey
Nevada,washoe,445551,23.9,63.7,2.1,1.3,5.2,0.6,58595,31879,13.3,6.8,nevada,washoe
Nevada,white pine,9858,15.3,72.7,4.7,5.7,0.8,0.2,60358,25350,13.0,6.2,nevada,whitepine
Nevada,carson city,54219,23.4,68.1,1.6,2.0,2.4,0.1,49341,28044,14.7,7.7,nevada,carsoncity
New Hampshire,belknap,60383,1.6,95.3,0.5,0.2,1.0,0.0,65834,33849,9.1,4.9,newhampshire,belknap
New Hampshire,carroll,47524,1.4,96.1,0.5,0.1,0.6,0.0,58139,35646,9.2,4.7,newhampshire,carroll
New Hampshire,cheshire,76109,1.7,94.5,0.7,0.2,1.3,0.0,60148,32072,10.2,4.5,newhampshire,cheshire
New Hampshire,coos,32119,1.7,93.6,2.3,0.4,0.6,0.1,45386,25895,13.3,6.1,newhampshire,coos
New Hampshire,grafton,89280,2.2,91.2,1.0,0.4,3.4,0.1,61036,35255,10.9,4.0,newhampshire,grafton
New Hampshire,hillsborough,406371,6.3,85.7,2.1,0.1,3.8,0.0,75777,37622,8.6,4.8,newhampshire,hillsborough
New Hampshire,merrimack,147958,2.0,93.1,1.2,0.1,1.8,0.0,69856,34475,7.7,4.0,newhampshire,merrimack
New Hampshire,rockingham,302479,2.7,93.2,0.7,0.1,1.9,0.0,85619,43474,4.8,4.3,newhampshire,rockingham
New Hampshire,strafford,126552,2.2,91.4,0.8,0.0,3.2,0.0,67805,32540,9.5,4.4,newhampshire,strafford
New Hampshire,sullivan,43073,1.4,95.4,0.4,0.3,0.6,0.0,59419,31301,9.4,3.7,newhampshire,sullivan
New Jersey,atlantic,272926,18.5,56.4,14.3,0.2,8.4,0.0,57514,29941,15.3,10.9,newjersey,atlantic
New Jersey,bergen,937920,18.9,57.8,5.3,0.1,16.2,0.0,91572,46601,7.2,5.2,newjersey,bergen
New Jersey,burlington,449192,7.6,68.3,15.7,0.0,4.8,0.0,82839,39528,6.4,6.9,newjersey,burlington
New Jersey,camden,510996,16.1,57.5,18.1,0.1,5.7,0.0,65037,32931,13.1,7.9,newjersey,camden
New Jersey,cape may,94549,7.4,85.6,4.5,0.0,1.0,0.0,62332,36256,10.6,8.4,newjersey,capemay
New Jersey,cumberland,154952,29.7,47.4,17.7,0.5,1.3,0.0,50000,23012,18.8,9.0,newjersey,cumberland
New Jersey,essex,800401,22.4,31.1,38.8,0.1,5.1,0.0,57365,35133,16.7,10.4,newjersey,essex
New Jersey,gloucester,291372,5.8,79.1,9.9,0.0,3.0,0.0,81489,36205,7.9,7.4,newjersey,gloucester
New Jersey,hudson,679756,43.2,28.8,10.8,0.1,15.0,0.1,62681,35910,17.1,7.1,newjersey,hudson
New Jersey,hunterdon,125717,6.2,86.3,2.5,0.1,3.8,0.0,110969,54200,4.5,4.4,newjersey,hunterdon
New Jersey,mercer,373362,16.9,50.8,19.7,0.0,10.7,0.0,77027,40064,11.3,7.5,newjersey,mercer
New Jersey,middlesex,837288,20.4,44.3,9.3,0.1,23.9,0.0,83133,36558,8.6,6.4,newjersey,middlesex
New Jersey,monmouth,627551,10.6,75.4,6.7,0.1,5.4,0.0,91807,46736,7.6,6.0,newjersey,monmouth
New Jersey,morris,498847,13.0,72.0,3.0,0.0,10.1,0.0,107034,53491,4.6,5.2,newjersey,morris
New Jersey,ocean,589699,9.0,84.9,2.8,0.0,1.9,0.0,65771,33312,10.9,6.7,newjersey,ocean
New Jersey,passaic,510563,40.5,42.0,10.6,0.2,5.2,0.0,63339,29393,17.0,6.0,newjersey,passaic
New Jersey,salem,63776,8.3,75.1,13.1,0.2,0.9,0.0,63934,31681,14.2,8.0,newjersey,salem
New Jersey,somerset,333316,14.4,57.7,9.0,0.1,17.0,0.0,106046,51923,4.8,4.9,newjersey,somerset
New Jersey,sussex,143570,7.5,87.2,2.0,0.0,2.0,0.0,89238,41272,5.3,6.4,newjersey,sussex
New Jersey,union,557320,30.7,40.7,20.1,0.1,4.9,0.0,73376,38163,10.3,7.4,newjersey,union
New Jersey,warren,107088,8.6,82.9,4.2,0.1,2.9,0.0,75500,37001,8.2,7.4,newjersey,warren
New Mexico,bernalillo,674855,49.5,39.5,2.5,4.0,2.3,0.1,50386,28340,18.0,6.7,newmexico,bernalillo
New Mexico,catron,3547,15.8,83.3,0.3,0.1,0.3,0.0,42047,22487,21.5,0.0,newmexico,catron
New Mexico,chaves,65454,55.6,40.4,1.5,0.8,0.6,0.0,42177,21177,21.2,6.3,newmexico,chaves
New Mexico,cibola,27049,38.0,20.0,1.0,39.2,0.4,0.0,36089,17768,28.5,16.0,newmexico,cibola
New Mexico,colfax,12522,49.2,47.2,0.6,1.0,0.3,0.0,33042,21785,23.5,10.0,newmexico,colfax
New Mexico,curry,50283,41.0,49.1,5.5,0.9,1.4,0.1,41941,22628,22.5,7.8,newmexico,curry
New Mexico,de baca,2016,46.0,52.2,1.5,0.0,0.0,0.0,31439,24571,22.7,6.6,newmexico,debaca
New Mexico,doña ana,213849,67.7,28.0,1.6,0.7,1.0,0.0,39114,21050,27.9,9.3,newmexico,doaana
New Mexico,eddy,56793,47.5,48.5,1.4,1.3,0.5,0.0,60703,28419,14.6,5.1,newmexico,eddy
New Mexico,grant,28382,50.0,46.5,0.7,1.5,0.1,0.0,40470,23898,22.0,8.1,newmexico,grant
New Mexico,guadalupe,4426,82.1,15.1,1.3,1.3,0.0,0.0,26060,18086,13.0,1.5,newmexico,guadalupe
New Mexico,harding,546,37.4,62.3,0.0,0.0,0.0,0.0,35096,30782,19.8,6.5,newmexico,harding
New Mexico,hidalgo,4446,57.9,40.8,0.7,0.6,0.0,0.0,31829,18338,26.0,9.0,newmexico,hidalgo
New Mexico,lea,69505,56.8,37.2,3.6,0.7,0.0,0.0,59285,24507,16.1,6.2,newmexico,lea
New Mexico,lincoln,19497,31.9,63.4,0.6,1.6,0.5,0.0,42145,26820,15.4,5.2,newmexico,lincoln
New Mexico,los alamos,18031,17.2,72.9,0.3,1.0,6.0,0.0,110190,52125,5.1,3.7,newmexico,losalamos
New Mexico,luna,24319,65.9,31.0,1.2,0.8,0.5,0.0,27602,16622,31.8,11.4,newmexico,luna
New Mexico,mckinley,72849,14.1,9.1,0.5,73.3,0.9,0.0,30336,14077,37.5,16.1,newmexico,mckinley
New Mexico,mora,4605,79.0,14.0,0.1,0.0,0.0,0.0,26644,16019,20.3,8.2,newmexico,mora
New Mexico,otero,65130,37.5,49.8,3.1,6.2,1.2,0.0,43533,21876,21.4,9.3,newmexico,otero
New Mexico,quay,8447,44.7,50.4,1.6,1.0,0.7,0.2,26663,18220,21.6,4.0,newmexico,quay
New Mexico,rio arriba,39455,71.4,12.9,0.4,14.0,0.4,0.0,33422,19602,26.4,8.9,newmexico,rioarriba
New Mexico,roosevelt,19313,41.0,53.1,2.8,0.5,0.5,0.0,35928,18954,27.5,10.7,newmexico,roosevelt
New Mexico,sandoval,138815,37.9,44.6,1.8,12.0,1.3,0.1,60345,27406,14.7,8.0,newmexico,sandoval
New Mexico,san juan,128221,19.9,39.2,0.5,37.7,0.6,0.1,49686,22665,20.8,9.6,newmexico,sanjuan
New Mexico,san miguel,28203,77.6,18.1,1.0,1.1,0.7,0.0,29168,18012,30.9,5.3,newmexico,sanmiguel
New Mexico,santa fe,147514,51.2,42.9,0.6,2.5,1.2,0.1,57945,35801,14.4,5.5,newmexico,santafe
New Mexico,sierra,11254,29.9,65.7,0.6,1.1,0.5,0.0,29690,22749,21.2,11.4,newmexico,sierra
New Mexico,socorro,17098,49.7,35.1,0.1,8.8,2.2,0.0,34008,17017,26.6,4.2,newmexico,socorro
New Mexico,taos,32809,56.8,35.4,0.2,6.5,0.2,0.0,35314,23229,21.3,9.7,newmexico,taos
New Mexico,torrance,15534,42.1,52.2,1.7,1.1,0.2,0.0,35543,19129,27.1,7.8,newmexico,torrance
New Mexico,union,4216,41.3,52.0,1.3,2.2,0.0,0.0,38240,23180,14.2,2.5,newmexico,union
New Mexico,valencia,75845,60.0,33.6,0.8,3.6,0.5,0.0,43428,20572,22.0,9.1,newmexico,valencia
New York,albany,308580,5.7,73.0,11.7,0.1,6.4,0.0,62293,35278,12.4,5.3,newyork,albany
New York,allegany,47400,1.5,94.5,1.4,0.3,1.2,0.0,45359,22377,16.5,7.3,newyork,allegany
New York,bronx,1455846,55.7,9.5,29.4,0.2,3.6,0.0,36593,19721,29.7,11.6,newyork,bronx
New York,broome,196124,4.0,84.0,5.1,0.2,4.2,0.0,49064,26790,17.1,7.2,newyork,broome
New York,cattaraugus,78175,2.0,90.8,1.6,2.9,0.9,0.0,45571,23984,16.9,7.0,newyork,cattaraugus
New York,cayuga,78319,2.8,90.5,3.9,0.2,0.5,0.0,54664,27957,11.6,5.9,newyork,cayuga
New York,chautauqua,130846,7.2,87.8,2.4,0.3,0.6,0.0,44304,23962,18.5,7.7,newyork,chautauqua
New York,chemung,86883,3.0,86.5,5.8,0.4,1.5,0.0,51251,27209,15.8,5.3,newyork,chemung
New York,chenango,48763,2.1,94.9,0.9,0.3,0.4,0.0,48567,25233,14.5,6.7,newyork,chenango
New York,clinton,81224,2.8,89.9,4.1,0.2,1.5,0.0,52759,25833,15.7,5.8,newyork,clinton
New York,columbia,61481,4.5,86.9,4.3,0.0,1.7,0.0,61093,34737,11.4,5.0,newyork,columbia
New York,cortland,48334,2.6,92.7,1.7,0.2,0.7,0.0,52451,26271,14.7,4.9,newyork,cortland
New York,delaware,45950,3.7,92.5,1.7,0.1,0.7,0.0,47921,26016,16.5,7.1,newyork,delaware
New York,dutchess,295685,11.7,72.2,9.6,0.1,3.7,0.0,75585,36704,9.1,6.7,newyork,dutchess
New York,erie,923995,5.2,76.0,13.0,0.4,3.4,0.0,54006,31083,14.9,5.5,newyork,erie
New York,essex,38233,3.2,91.8,2.9,0.2,0.5,0.0,55294,29008,8.9,6.7,newyork,essex
New York,franklin,51054,3.4,81.7,5.8,6.9,0.4,0.2,50733,24294,19.4,8.2,newyork,franklin
New York,fulton,53955,2.8,93.2,1.8,0.2,0.7,0.0,48033,26298,16.0,7.6,newyork,fulton
New York,genesee,58537,3.1,90.7,2.4,0.9,0.7,0.0,54033,27499,12.8,5.1,newyork,genesee
New York,greene,47791,5.5,85.6,6.0,0.3,1.1,0.0,53214,27402,12.4,6.2,newyork,greene
New York,hamilton,4646,1.5,95.5,0.8,0.0,0.0,0.0,55587,24891,9.7,11.2,newyork,hamilton
New York,herkimer,62943,2.1,94.8,1.0,0.3,0.5,0.0,49077,24932,14.9,8.2,newyork,herkimer
New York,jefferson,116567,7.3,82.1,5.5,0.4,1.5,0.2,50322,24717,14.8,8.0,newyork,jefferson
New York,kings,2635121,19.3,36.0,30.6,0.1,11.8,0.0,52782,29928,21.9,8.1,newyork,kings
New York,lewis,26845,1.7,95.8,0.7,0.2,0.4,0.1,51475,25779,14.2,7.6,newyork,lewis
New York,livingston,64373,3.4,91.0,2.5,0.1,1.4,0.0,53654,25882,14.6,4.8,newyork,livingston
New York,madison,71760,2.1,93.4,1.8,0.6,0.8,0.1,58365,28010,11.1,4.4,newyork,madison
New York,monroe,748680,8.3,71.0,14.5,0.2,3.6,0.0,55272,31291,14.8,6.6,newyork,monroe
New York,montgomery,49500,13.2,82.6,1.2,0.1,0.7,0.0,47449,25307,19.6,7.3,newyork,montgomery
New York,nassau,1363069,16.4,61.4,11.0,0.1,9.0,0.0,105744,46839,5.9,4.9,newyork,nassau
New York,new york,1653877,26.1,46.8,12.5,0.1,11.9,0.0,79781,69529,17.3,6.2,newyork,newyork
New York,niagara,212675,2.7,86.0,7.1,1.0,1.0,0.0,51656,28395,13.4,6.2,newyork,niagara
New York,oneida,232324,5.4,82.6,5.8,0.2,4.0,0.0,51316,27283,16.6,6.0,newyork,oneida
New York,onondaga,467669,4.7,77.1,10.7,0.5,3.9,0.0,57271,31436,14.9,6.4,newyork,onondaga
